Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Genome_site,Genomic_sequence_available,Method_R,R_pathway,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
33,1,FALSE,2046,Thomas Rawson,Seroprevalence - Unspecified,No,No,3,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,114,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,114,Contact based,Persons under investigation,NA,NA,Saudi Arabia,Riyadh,NA,Unspecified,Unspecified,Not available,Contacts of HCWs who tested positive for MERS.,28,5,2017,19,6,2017,033_002,MERS-CoV,1,0
117,1,FALSE,2047,Ruth McCabe,Severity - case fatality rate (CFR),No,No,36.5,0,36,62,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,255,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Level of exposure,Other",Both,255,Hospital based,Persons under investigation,0,94,Saudi Arabia,Jeddah,'region',NA,Urban area,Unspecified,"Disaggregation across groups: all symptomatic non-HCWs; then split whether they could assess their data which then also includes another subset of primary or non-primary case. Potential primary case not included in range because <10 cases. Although described as a CFR in the paper, this is really an IFR - it includes infections reported as asymptomatic",1,1,2014,16,5,2014,117_001,MERS-CoV,1,0
117,1,FALSE,2047,Ruth McCabe,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,NA,Significant,Not adjusted,NA,NA,NA,Unspecified,255,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,Jeddah,'region',NA,Urban area,Unspecified,'Patients who were contacted by telephone and for whom potential exposures were assessed were significantly more likely to have been admitted to an ICU than those for whom we could not assess exposure (P<0.001)',1,1,2014,16,5,2014,117_003,MERS-CoV,1,0
117,1,FALSE,2047,Ruth McCabe,Human delay - other human delay (go to section),No,No,11,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,7,23,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to care,Symptom Onset/Fever,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,37,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,Jeddah,'region',NA,Urban area,Unspecified,"'Among the 37 admissions to a health care facility during the 14 days preceding the onset of illness, the median interval between admission and the onset of MERS-CoV symptoms was 11 days (interquartile range, 7 to 23).'",1,1,2014,16,5,2014,117_004,MERS-CoV,1,0
153,1,FALSE,2047,Kieran Chopra,Severity - proportion of asymptomatic cases,No,No,25.1,0,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,255,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Both,255,Hospital based,Persons under investigation,0,94,Saudi Arabia,Jeddah,'region',NA,Urban area,Unspecified,Some patients identified as asymptomatic did report symptoms before/after PCR testing upon further interview,1,1,2014,16,5,2014,153_002,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Severity - case fatality rate (CFR),No,No,33,0,1.3,94.6,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,959,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Occupation,Sex,Other",Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,Disaggregation: presence of & number of comorbidities; animal contact; camel contact; HCW; level of severity; place of transmission; secondary contact,6,6,2012,17,7,2015,118_001,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Severity - proportion of asymptomatic cases,No,No,15.8,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,6,6,2012,17,7,2015,118_002,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Comorbidity,Occupation,Other",Healthcare,Significant,Not adjusted,No,NA,NA,Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,Other riskfactors: presence of and number of comorbidities; HCW; disease severity; place of transmission; secondary contact,6,6,2012,17,7,2015,118_003,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Contact with animal,Sex,Camel contact (other)",NA,Not significant,Not adjusted,No,NA,NA,Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,6,6,2012,17,7,2015,118_004,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Comorbidity,Occupation,Other",Healthcare,Significant,Adjusted,NA,NA,NA,Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,Other riskfactors: severity of illness,6,6,2012,17,7,2015,118_005,MERS-CoV,1,0
118,1,FALSE,2049,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Contact with animal,Sex,Camel contact (other),Other",NA,Not significant,Adjusted,No,NA,NA,Both,959,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - on another platform,Other riskfactors: secondary contact,6,6,2012,17,7,2015,118_006,MERS-CoV,1,0
103,1,FALSE,2050,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Comorbidity,Non-household contact,Camel contact (other),Other",NA,Significant,Not adjusted,No,NA,NA,Both,360,Hospital based,Persons with symptoms,16,109,Saudi Arabia,King Abdulaziz Medical City in Riyadh (KAMCR) and King Fahad General Hospital in Jeddah (KFGH-JED),"Hospital, City",Unspecified,Urban area,Not available,Other risk factors - severe illness; 'sick patient or camel contact'; diabetes; heart disease; renal disease; WBC count; platelets; creatinine; bilirubin; AST; Albumin. Risk is among patients with pneumonia.,1,9,2012,1,6,2016,103_001,MERS-CoV,1,0
103,1,FALSE,2050,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Age,Comorbidity,Sex,Other",NA,Not significant,Not adjusted,No,NA,NA,Both,360,Hospital based,Persons with symptoms,16,109,Saudi Arabia,King Abdulaziz Medical City in Riyadh (KAMCR) and King Fahad General Hospital in Jeddah (KFGH-JED),"Hospital, City",Unspecified,Urban area,Not available,Other riskfactors: fever; respiratory symptoms; gastrointestinal symptoms; lung disease; liver disease; ALT. Risk is of infection among patients with pneumonia,1,9,2012,1,6,2016,103_002,MERS-CoV,1,0
103,1,FALSE,2050,Ruth McCabe,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Comorbidity,Non-household contact,Sex,Camel contact (other),Other",NA,Significant,Adjusted,NA,NA,NA,Both,360,Hospital based,Persons with symptoms,16,109,Saudi Arabia,King Abdulaziz Medical City in Riyadh (KAMCR) and King Fahad General Hospital in Jeddah (KFGH-JED),"Hospital, City",Unspecified,Urban area,Not available,Other riskfactors - 'sick patient or camel contact'; diabetes; severe illness; WBC count; AST; ALT. Risk is of infection among patients with pneumonia. Risk prediction model using stepwise binary logistic regression - I think this is therefore adjusted,1,9,2012,1,6,2016,103_003,MERS-CoV,1,0
119,1,FALSE,2058,Hailin Feng,Seroprevalence - PRNT,No,No,0,NA,0,0,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,191,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Level of exposure,Occupation",Unspecified,191,Mixed settings,Mixed groups,NA,NA,Saudi Arabia,Al Hasa,NA,Unspecified,Unspecified,Unspecified,191 persons are categorized into 5 groups according to their occupational exposure. Information of whether using personal protective equipment is available for each group as well. Mixed settings/groups - herdsmen; animal carers; abattoir workers; vets; not exposed through work,NA,12,2013,NA,2,2014,119_001,MERS-CoV,1,0
84,1,FALSE,2067,Victoria Cox,Human delay - incubation period,No,No,6,NA,NA,NA,No,Days,Median,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,14,0,No,Days,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,"Republic of Korea,Saudi Arabia",Riyadh; Jeddah; RoK overall; Pyeongtaek St Mary's Hospital; Samsung Seoul Hospital,NA,Unspecified,Unspecified,Yes - on another platform,Unclear how the incubation period is calculated; written in the discussion only,20,3,2014,4,7,2015,084_004,MERS-CoV,1,0
120,1,FALSE,2067,Ruth McCabe,Reproduction number (Basic R0),No,No,NA,NA,1.9168,8.1151,No,No units,Unspecified,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,"Method,Region",Unspecified,NA,Hospital based,Persons under investigation,NA,NA,"Republic of Korea,Saudi Arabia",Riyadh; Jeddah; RoK overall; Pyeongtaek St Mary's Hospital; Samsung Seoul Hospital,NA,Unspecified,Unspecified,Yes - on another platform,R0 estimated for 5 locations under 3 different values of the serial interval,20,3,2014,4,7,2015,120_001,MERS-CoV,1,0
39,1,FALSE,2073,Christian Morgenstern,Human delay - other human delay (go to section),No,No,0.026122,NA,NA,NA,Yes,Days,Other,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Compartmental model,Human-human,NA,Infection,Recovery/non-Infectiousness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,138,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,NA,NA,Yes - as an attachment,NA,20,5,2015,12,6,2015,039_002,MERS-CoV,1,0
128,1,FALSE,2073,Alba Halliday,Reproduction number (Basic R0),No,No,8.0977,NA,NA,NA,No,No units,Other,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Compartmental model,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,138,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,NA,Unspecified,Yes - on another platform,Minimise the sum of the squared errors solved numerically. End date chosen under assumption incubation period is 5 days - interventions stated on 07-06-2015.,20,5,2015,12,6,2015,128_001,MERS-CoV,1,0
132,1,FALSE,2079,David Jorgensen,Seroprevalence - PRNT,No,No,0,NA,NA,NA,NA,Percentage (%),Other,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Both,350,Mixed settings,Mixed groups,15,84,Saudi Arabia,Jazan region,region,Unspecified,Unspecified,NA,Animal exposed individuals and controls but no positives,NA,7,2012,NA,7,2012,132_001,MERS-CoV,1,0
41,1,FALSE,2091,Christian Morgenstern,Seroprevalence - IgG,No,NA,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2409,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,2409,Population based,General population,16,NA,Pakistan,"Punjab, Khyber Pakhtunkhwa, Balochistan, Sindh",Provinces,NA,Both urban and rural areas,Not available,"human serum samples were obtained from hospitals, primary health care centres and blood banks. Serological test for anti-MERS-CoV IgG rELISA.",NA,NA,2016,NA,NA,2017,041_001,MERS-CoV,1,0
41,1,FALSE,2091,Christian Morgenstern,Seroprevalence - PRNT,No,No,0,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,91,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Both,2409,Population based,General population,16,NA,Pakistan,"Punjab, Khyber Pakhtunkhwa, Balochistan, Sindh",Provinces,NA,Both urban and rural areas,Not available,"of the 2409 serum samples analysed, 91 tested above a certain threshold on an IgG Elisa, and these 91 were further investigated with a microneutralization assay, the results of which are reported here",NA,NA,2016,NA,NA,2017,041_002,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Severity - proportion of symptomatic cases,No,No,90.4,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,"WHO case report database, data also available from author",5,1,2015,10,3,2017,157_001,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Relative contribution - zoonotic to human,No,No,22.1,NA,NA,NA,No,Percentage (%),NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,"Data available from author, but used WHO public data anyway",5,1,2015,10,3,2017,157_002,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Sex,NA,Not significant,Not adjusted,No,NA,NA,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,3-6 are 14-day mortality,5,1,2015,10,3,2017,157_003,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Comorbidity,Occupation,Other",Healthcare,Significant,Not adjusted,Yes,No,Region,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,"Other: includes Source of infection, symptomatic, and region. Source of infection disaggregates into levels Household, Camels (unspecified route), Healthcare. Have not ticked household/non household contact as a separate factor, or camels categories",5,1,2015,10,3,2017,157_004,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Other",NA,Not significant,Adjusted,Yes,Yes,Age,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,Other here includes Symptomatic status.,5,1,2015,10,3,2017,157_005,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Comorbidity,Occupation,Other",Healthcare,Not significant,Adjusted,Yes,No,Region,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,Other here includes Source of infection and Region. See parameter 4 notes.,5,1,2015,10,3,2017,157_006,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Sex,NA,Not significant,Not adjusted,No,NA,NA,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,7-10 are 45-day mortality risk.,5,1,2015,10,3,2017,157_007,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Occupation,Other",Healthcare,Significant,Not adjusted,Yes,Yes,Region,Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,"Other here includes: Source infection (including unspecified camel route), Symptomatic, region.",5,1,2015,10,3,2017,157_008,MERS-CoV,1,0
157,1,FALSE,2105,Julia Halder,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),"Age,Comorbidity,Occupation,Other",Healthcare,Significant,Adjusted,Yes,NA,"Age,Region,Other",Both,883,Mixed settings,Mixed groups,2,109,NA,Worldwide,NA,Mid outbreak,Unspecified,Yes - on another platform,"Other includes: Region, Symptomatic, Source of infection (including unspecified camel routes)",5,1,2015,10,3,2017,157_009,MERS-CoV,1,0
44,1,FALSE,2109,Thomas Rawson,Seroprevalence - Unspecified,No,No,54,0,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,24,Naive,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,Symptoms,Both,24,Hospital based,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,emirate,Mid outbreak,Both urban and rural areas,Not available,"These were confirmed MERS cases followed up ~2 months later. Sero positive if positive in 2 of 3 different sero tests conducted. The 54% is the seroprevalence among case patients. Defination of seropositive: MERS-CoV antibody positivity was defined as one of the following: (1) 2 of 3 tests (ie, MERS-CoV nucleocapsid ELISA, MERS-CoV MNT, and IFA) were positive; or (2) MERS Co-V MNT was the only positive test.",NA,5,2014,NA,6,2014,044_001,MERS-CoV,1,0
44,1,FALSE,2109,Thomas Rawson,Seroprevalence - Unspecified,No,No,0,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,124,Naive,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,105,Household based,Household contacts of survivors,NA,NA,United Arab Emirates,Abu Dhabi,emirate,Mid outbreak,Both urban and rural areas,Not available,Household contacts of confirmed cases. Sero positive if positive in at least 2 of 3 sero tests performed.,NA,5,2014,NA,6,2014,044_002,MERS-CoV,1,0
44,1,FALSE,2109,Thomas Rawson,Human delay - time in care (length of stay),No,No,19,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,IQR,NA,12,26,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Symptoms,Both,34,Hospital based,Persons under investigation,NA,NA,United Arab Emirates,Abu Dhabi,emirate,Mid outbreak,Both urban and rural areas,Not available,NA,NA,5,2014,NA,6,2014,044_003,MERS-CoV,1,0
