Article_ID,ID,Parameter_data_ID,Parameter_type,Parameter.value,Exponent,Parameter.unit,Parameter.lower.bound,Parameter.upper.bound,Parameter.value.type,Parameter.uncertainty...single.value,Parameter.uncertainty...singe.type,Parameter.uncertainty...lower.value,Parameter.uncertainty...upper.value,Parameter.uncertainty...type,CFR_IFR_numerator,CFR_IFR_denominator,Distribution_type,Distribution_par1_value,Distribution_par1_type,Distribution_par1_uncertainty,Distribution_par2_value,Distribution_par2_type,Distribution_par2_uncertainty,Method_from_supplement,Method_moment_value,CFR_IFR_Method,Method_R,Method_disaggregated_by,Method_disaggregated,Method_disaggregated_only,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Population_sex,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_sample_size,Population_country,Population_location,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,Genome_site,Genomic_sequence_available,Other_delay_start,Other_delay_end,Inverse_param,Ebola.variant
6,6b00029b2e18108f6c45909539875758,d0741377642bc04d9803f8112f90821a,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,20,0,0,Death,20,20,Not significant,Adjusted,Both,Community based,Persons under investigation,NA,NA,374,20,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,20
4,c1a23aa28f2dfc970dd6895302fec32b,e121decc9fd8766f8c5af5c9aa7cc9f9,"Reproduction number (Effective, Re)",3,0,No units,NA,NA,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,,Empirical (contact tracing),21,0,0,,21,21,,,Unspecified,Community based,Persons under investigation,NA,NA,35,21,N'Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,NA,0,,,0,21
4,c1a23aa28f2dfc970dd6895302fec32b,bdf9e877d37c47e8bf76228ec0c9580f,Human delay - serial interval,12,0,Days,1,30,Mean,6.2,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,,,7,0,0,,7,7,,,Unspecified,Contact based,Persons under investigation,NA,NA,109,7,N’Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,NA,0,,,0,7
1,c2aa756c551325a2c56a68f7dca92309,4c2a033e1474447e9962fe724fa85b55,Growth rate (r),0.053,0,Per day,NA,NA,Unspecified,0.003,Standard Error (SE),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,1,Start outbreak,,,2,0,0,,2,2,,,Unspecified,Population based,General population,NA,NA,NA,2,,17,Mar 03,2014,NA,Aug 08,2014,NA,0,,,0,2
1,c2aa756c551325a2c56a68f7dca92309,f9c606060088653931d903f7e9597485,Reproduction number (Basic R0),2.11,0,No units,NA,NA,Unspecified,NA,,1.88,2.71,Other,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,Next generation matrix,1,0,0,,1,1,,,Unspecified,Population based,General population,NA,NA,NA,1,,17,Mar 03,2014,NA,Aug 08,2014,NA,0,,,0,1
2,d7297511477eb427637b0d2337703c31,5e4dc287aae29fda6317c508d71b093d,"Reproduction number (Effective, Re)",NA,0,No units,NA,1.5,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,1,Unspecified,,Other,4,1,1,,4,4,,,Unspecified,Population based,General population,NA,NA,NA,4,,1,Jan 01,2014,NA,Apr 04,2015,NA,0,,,0,4
2,d7297511477eb427637b0d2337703c31,4a2f78cd3c21ee37dba9efe23cdbb2e6,"Reproduction number (Effective, Re)",NA,0,No units,NA,1.3,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,1,Unspecified,,Other,5,1,1,,5,5,,,Unspecified,Population based,General population,NA,NA,NA,5,,1,Jan 01,2014,NA,Dec 12,2014,NA,0,,,0,5
2,d7297511477eb427637b0d2337703c31,fceeb1a259a3042a93f7d584ade32c54,"Reproduction number (Effective, Re)",NA,0,No units,NA,2.5,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,Other,3,1,1,,3,3,,,Unspecified,Population based,General population,NA,NA,NA,3,,1,Jan 01,2014,NA,Feb 02,2015,NA,0,,,0,3
5,a0377bdada2a0a113fa8288bc12ab2b2,1bba6b3d8c4d5caa8a236f39076e35e2,Human delay - other human delay (go to section),3,0,Days,NA,NA,Median,NA,,1,9,Range,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,8,1,0,,8,8,,,Both,Hospital based,Persons under investigation,25,75,27,8,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,Symptom Onset/Fever,Diagnosis,0,8
5,a0377bdada2a0a113fa8288bc12ab2b2,1d3bc134be47307fbb5ca41181046da1,Severity - case fatality rate (CFR),18.5,0,Percentage (%),NA,NA,Unspecified,NA,,NA,NA,,5,27,NA,NA,NA,0,NA,NA,0,0,Unspecified,Naive,,10,0,0,,10,10,,,Both,Hospital based,Persons under investigation,25,75,27,10,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,,,0,10
5,a0377bdada2a0a113fa8288bc12ab2b2,35687629e62e2af25ca02ef10fde0e4c,Human delay - time in care (length of stay),16,0,Days,NA,NA,Median,NA,,2,40,Range,NA,NA,NA,NA,NA,0,NA,NA,0,1,Unspecified,,,12,1,0,,12,12,,,Both,Hospital based,Persons under investigation,25,75,27,12,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,,,0,12
5,a0377bdada2a0a113fa8288bc12ab2b2,c8bcd2001e5afc03682bde2b6f674fb5,Human delay - other human delay (go to section),17.5,0,Days,NA,NA,Median,NA,,5,27,Range,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,11,0,0,,11,11,,,Both,Hospital based,Persons under investigation,25,59,22,11,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,Symptom Onset/Fever,Recovery/non-Infectiousness,0,11
5,a0377bdada2a0a113fa8288bc12ab2b2,7554808900e1239bcbeb7f95d8284c6d,Human delay - other human delay (go to section),4,0,Days,NA,NA,Median,NA,,0,15,Range,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,9,1,0,,9,9,,,Both,Hospital based,Persons under investigation,25,75,27,9,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,9
5,a0377bdada2a0a113fa8288bc12ab2b2,3b3b434fc61206806417b018385da84f,Human delay - other human delay (go to section),23,0,Days,NA,NA,Median,NA,,11,48,Range,NA,NA,NA,NA,NA,0,NA,NA,0,1,Unspecified,,,13,1,0,,13,13,,,Both,Hospital based,Persons under investigation,25,75,27,13,,NA,Aug 08,2014,NA,Dec 12,2015,NA,0,Symptom Onset/Fever,Outcome,0,13
3,65b24a18a9eb4ca6f1f04f161bc6b08a,6e8e7bd10336f389009a8f3eb34c198f,"Reproduction number (Effective, Re)",NA,0,No units,1.1,2.13,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,Compartmental model,6,1,1,,6,6,,,Unspecified,Population based,General population,NA,NA,NA,6,,22,May 05,2014,3,Dec 12,2014,NA,0,,,0,6
36,10102029284153a7de733d45d2e1bf63,89855a3d3e9b5c482cdc48b4d316b824,Human delay - other human delay (go to section),3.6,0,Days,NA,NA,Mean,NA,,3.3,4,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,71,0,0,,71,71,,,,,,NA,NA,NA,71,,21,Dec 12,2014,18,Feb 02,2015,,0,Symptom Onset/Fever,Death,0,71
36,10102029284153a7de733d45d2e1bf63,4f0b8b9d5fac34dbb4a26ea09f5671d1,Severity - case fatality rate (CFR),10,0,Percentage (%),NA,NA,Mean,NA,,8,12,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,85,0,0,,85,85,,,,,,NA,NA,NA,85,,16,Jul 07,2015,15,Aug 08,2015,,0,,,0,85
36,10102029284153a7de733d45d2e1bf63,3e021950c4aeb58e594c5b29af8e58ee,Human delay - other human delay (go to section),9.5,0,Days,NA,NA,Mean,NA,,8.6,10.7,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,72,0,0,,72,72,,,,,,NA,NA,NA,72,,21,Dec 12,2014,18,Feb 02,2015,,0,Symptom Onset/Fever,Recovery/non-Infectiousness,0,72
36,10102029284153a7de733d45d2e1bf63,7718dbc46498cee2adcc93de9f617ae7,Severity - case fatality rate (CFR),32,0,Percentage (%),NA,NA,,NA,,31,33,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,73,0,0,,73,73,,,,,,NA,NA,NA,73,,21,Dec 12,2014,18,Feb 02,2015,,0,,,0,73
36,10102029284153a7de733d45d2e1bf63,f89c5a2cfe76a9b06a362e62e6172417,"Reproduction number (Effective, Re)",0.77,0,No units,NA,NA,Mean,NA,,0.72,0.82,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,74,0,0,,74,74,,,,,,NA,NA,NA,74,,21,Dec 12,2014,18,Feb 02,2015,,0,,,0,74
36,10102029284153a7de733d45d2e1bf63,77eabc64d2b6086ada2210690642a0b2,Human delay - other human delay (go to section),3.6,0,Days,NA,NA,Mean,NA,,3.3,4,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,75,0,0,,75,75,,,,,,NA,NA,NA,75,,18,Feb 02,2015,17,Apr 04,2015,,0,Symptom Onset/Fever,Death,0,75
36,10102029284153a7de733d45d2e1bf63,1a07350f20f02274ca5c5cd4783be17e,Human delay - other human delay (go to section),8,0,,NA,NA,,NA,,6.5,10.5,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,76,0,0,,76,76,,,,,,NA,NA,NA,76,,18,Feb 02,2015,17,Apr 04,2015,,0,Symptom Onset/Fever,Recovery/non-Infectiousness,0,76
36,10102029284153a7de733d45d2e1bf63,9539f025b73f29e1c5b77674c0c3416d,Severity - case fatality rate (CFR),39,0,Percentage (%),NA,NA,Mean,NA,,38,40,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,77,0,0,,77,77,,,,,,NA,NA,NA,77,,18,Feb 02,2015,17,Apr 04,2015,,0,,,0,77
36,10102029284153a7de733d45d2e1bf63,fdc76e44c67008db4511869bdff75efb,"Reproduction number (Effective, Re)",1.98,0,,NA,NA,Mean,NA,,1.33,2.22,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,78,0,0,,78,78,,,,,,NA,NA,NA,78,,18,Dec 12,2015,17,Feb 02,2015,,0,,,0,78
36,10102029284153a7de733d45d2e1bf63,a4c79c807cf65686f577b81895606321,Human delay - other human delay (go to section),3,0,Days,NA,NA,Mean,NA,,2.8,3.2,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,79,0,0,,79,79,,,,,,NA,NA,NA,79,,18,Jun 06,2015,16,Jul 07,2015,,0,Symptom Onset/Fever,Death,0,79
36,10102029284153a7de733d45d2e1bf63,4ba6fdc464301da13cd68e0e31e3945e,Human delay - other human delay (go to section),20,0,Days,NA,NA,Mean,NA,,16,30,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,80,0,0,,80,80,,,,,,NA,NA,NA,80,,18,Jun 06,2015,16,Jul 07,2015,,0,Symptom Onset/Fever,Recovery/non-Infectiousness,0,80
36,10102029284153a7de733d45d2e1bf63,0e941e7b04784834c1af4f1ffddc169a,Severity - case fatality rate (CFR),10,0,Percentage (%),NA,NA,Mean,NA,,8,12,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,81,0,0,,81,81,,,,,,NA,NA,NA,81,,18,Jun 06,2015,16,Jul 07,2015,,0,,,0,81
36,10102029284153a7de733d45d2e1bf63,e63ed3d4f507edc0921eb19b905e5415,"Reproduction number (Effective, Re)",1.38,0,,NA,NA,Mean,NA,,0.95,1.72,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,82,0,0,,82,82,,,,,,NA,NA,NA,82,,18,Jun 06,2015,16,Jul 07,2015,,0,,,0,82
36,10102029284153a7de733d45d2e1bf63,5ba65e6862269393814f7248bccf4019,Human delay - other human delay (go to section),3,0,Days,NA,NA,Mean,NA,,2.8,3.2,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,83,0,0,,83,83,,,,,,NA,NA,NA,83,,16,Jul 07,2015,15,Aug 08,2015,,0,Symptom Onset/Fever,Death,0,83
36,10102029284153a7de733d45d2e1bf63,605ffdf2db0101c3c4809e6a231d6c94,Human delay - other human delay (go to section),16,0,Days,NA,NA,Mean,NA,,8,32,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,84,0,0,,84,84,,,,,,NA,NA,NA,84,,16,Jul 07,2015,15,Aug 08,2015,,0,Symptom Onset/Fever,Recovery/non-Infectiousness,0,84
36,10102029284153a7de733d45d2e1bf63,11a58623fcb4cb910e29e254034b6e99,"Reproduction number (Effective, Re)",0.68,0,,NA,NA,Mean,NA,,0.47,1.01,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,86,0,0,,86,86,,,,,,NA,NA,NA,86,,16,Jul 07,2015,15,Aug 08,2015,,0,,,0,86
38,da4fffea400482dc0942464ab13a5184,7a8f8834cef39da5ad9f641f2892de2f,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,90,0,0,Death,90,90,Not significant,Not adjusted,Both,Population based,General population,0,NA,17318,90,,23,May 05,2014,31,Jan 01,2015,,0,,,0,90
38,da4fffea400482dc0942464ab13a5184,f2d36b422bfba349486144434f262672,Severity - case fatality rate (CFR),74.2,0,Percentage (%),NA,NA,,NA,,72.6,75.5,CRI95%,2536,3422,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Naive,,88,0,0,,88,88,,,Both,Population based,General population,0,NA,17318,88,,23,May 05,2014,31,Jan 01,2015,,0,,,0,88
38,da4fffea400482dc0942464ab13a5184,4c57c4a2fa93f4330cf1e9702f144f8e,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,89,0,0,Death,89,89,Significant,Not adjusted,Both,Population based,General population,0,NA,17318,89,,23,May 05,2014,31,Jan 01,2015,,0,,,0,89
37,36e9323a538f2f116ddc49d4ec7007e3,029d4e2108e81faf074783d4a4188262,Attack rate,9,0,Percentage (%),NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,87,1,0,,87,87,,,Both,Hospital based,Healthcare workers,NA,NA,429,87,Kikwit,NA,May 05,1995,NA,Jul 07,1995,,0,,,0,87
7,1a2b91eade206ac2cc205dc68ab37376,10dd36f6b81a050ea5d3b5b1e8e756bf,Severity - case fatality rate (CFR),60,0,Percentage (%),NA,NA,Mean,NA,,NA,NA,,51,85,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Naive,,6,0,0,,6,6,,,Both,Hospital based,Persons under investigation,NA,NA,85,6,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,,0,,,0,6
7,1a2b91eade206ac2cc205dc68ab37376,a307bb50cfecfd4ca16713aa1b393414,Human delay - other human delay (go to section),5.8,0,Days,NA,NA,Mean,3.3,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,8,1,0,,8,8,,,Both,Hospital based,Persons under investigation,NA,NA,85,8,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,8
7,1a2b91eade206ac2cc205dc68ab37376,6d7703022a5a4068ef8ced74167522d9,Human delay - incubation period,9.2,0,Days,NA,NA,Mean,6.7,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,9,1,0,,9,9,,,Both,Hospital based,Persons under investigation,NA,NA,85,9,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,,0,,,0,9
7,1a2b91eade206ac2cc205dc68ab37376,9e4aec663890b7cd6d3e562851ef30a3,Human delay - other human delay (go to section),10.6,0,Days,NA,NA,Mean,3.2,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,10,0,0,,10,10,,,Both,Hospital based,Persons under investigation,NA,NA,51,10,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,,0,Symptom Onset/Fever,Death,0,10
7,1a2b91eade206ac2cc205dc68ab37376,de37748985d5fa498a57eca41741b690,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,7,0,0,Death,7,7,Significant,Unspecified,Both,Hospital based,Persons under investigation,NA,NA,85,7,Jui Government Hospital,1,Oct 10,2014,9,Nov 11,2014,,0,,,0,7
35,9458374e2bade96d346e3148f0fb14cc,e7c70f5b709d0fd0a8246549d762ea38,Mutations – substitution rate,3.6,-5,Substitutions/site/year,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,70,0,0,,70,70,,,,Unspecified,Unspecified,NA,NA,NA,70,"Nzara, Reston, Yambuku, Manila, Siena, Tai, Kikwit, Maridi",NA,,NA,NA,,NA,GP,0,,,0,70
9,e78034a656c4f332a40cd65eabc5cc81,9a499ed9ebc72283e96d7e2418c1a4bf,Growth rate (r),0.33,0,Per week,NA,NA,,NA,,0.2,0.51,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,15,0,0,,15,15,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,15,,NA,,2000,NA,,NA,,0,,,0,15
9,e78034a656c4f332a40cd65eabc5cc81,4513c87869c7965e8c36bb7d2136d9c4,Growth rate (r),1.43,0,Per day,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,16,0,0,,16,16,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,16,,NA,,1976,NA,,NA,,0,,,0,16
9,e78034a656c4f332a40cd65eabc5cc81,7df0b79f1c908304f518087c949c268a,Growth rate (r),0.12,0,Per week,NA,NA,,NA,,0.04,0.3,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,17,0,0,,17,17,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,17,Gueckedou,NA,,2014,NA,,NA,,0,,,0,17
9,e78034a656c4f332a40cd65eabc5cc81,538db4bc4d0a9d875d17f988ce1d9cc1,Growth rate (r),0.27,0,Per week,NA,NA,,NA,,0.16,0.4,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,18,0,0,,18,18,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,18,Montserrado,NA,,2014,NA,,NA,,0,,,0,18
9,e78034a656c4f332a40cd65eabc5cc81,78c8220fded99aaabaa6df5d9b09ff6b,Growth rate (r),0.11,0,Per week,NA,NA,,NA,,0.1,0.16,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,19,0,0,,19,19,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,19,Margibi,NA,,2014,NA,,NA,,0,,,0,19
9,e78034a656c4f332a40cd65eabc5cc81,ba52e9be7f8f9b16e1c02be4348498bc,Growth rate (r),1.2,0,Per week,NA,NA,,NA,,0.49,2,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,20,0,0,,20,20,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,20,Bomi,NA,,2014,NA,,NA,,0,,,0,20
9,e78034a656c4f332a40cd65eabc5cc81,096d99c641d4fa5eae3b95164db769f2,Growth rate (r),0.35,0,Per week,NA,NA,,NA,,0.1,0.79,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,21,0,0,,21,21,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,21,Grand Bassa,NA,,2014,NA,,NA,,0,,,0,21
9,e78034a656c4f332a40cd65eabc5cc81,641700082dff1739a462a5ee348b3faf,Growth rate (r),0.68,0,Per week,NA,NA,,NA,,0.39,1.1,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,22,0,0,,22,22,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,22,Western Area Urban,NA,,2014,NA,,NA,,0,,,0,22
9,e78034a656c4f332a40cd65eabc5cc81,79abf12f61e4d920b2689192eb9fd98b,Growth rate (r),0.26,0,Per week,NA,NA,,NA,,0.18,0.36,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,23,0,0,,23,23,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,23,Western Area Rural,NA,,2014,NA,,NA,,0,,,0,23
9,e78034a656c4f332a40cd65eabc5cc81,817aabc0d1997ba2896b0cf389798eb5,Growth rate (r),0.08,0,Per week,NA,NA,,NA,,0.07,0.11,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,24,0,0,,24,24,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,24,Bo,NA,,2014,NA,,NA,,0,,,0,24
9,e78034a656c4f332a40cd65eabc5cc81,6a66456eec34bce12a2cd78ffd4bb55a,Growth rate (r),0.09,0,Per week,NA,NA,,NA,,0.06,0.15,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,25,0,0,,25,25,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,25,Bombali,NA,,2014,NA,,NA,,0,,,0,25
9,e78034a656c4f332a40cd65eabc5cc81,015de9268cf47957b6c36eb5ad7a8512,Growth rate (r),2.38,0,Per week,NA,NA,,NA,,1.18,4.12,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,26,0,0,,26,26,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,26,Kenema,NA,,2014,NA,,NA,,0,,,0,26
9,e78034a656c4f332a40cd65eabc5cc81,6a1ba3e8b5b697731a0a0da0ef3f168a,Growth rate (r),0.65,0,Per week,NA,NA,,NA,,0.37,1.05,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,,,27,0,0,,27,27,,,Unspecified,Unspecified,Unspecified,NA,NA,NA,27,Port Loko,NA,,2014,NA,,NA,,0,,,0,27
40,b666f676e28935208db332f23f9c82b1,e4dfcbdc4e3b4438c4232a64da72bc7b,Reproduction number (Basic R0),NA,0,No units,0.72,1.77,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,94,1,0,,94,94,,,Unspecified,Population based,General population,NA,NA,NA,94,,27,May 05,2014,1,Jun 06,2015,,0,,,0,94
40,b666f676e28935208db332f23f9c82b1,ec8a0cbb03234349e0e3c56332272a26,Reproduction number (Basic R0),NA,0,No units,0.85,1.22,Unspecified,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,95,1,0,,95,95,,,Unspecified,Population based,General population,NA,NA,NA,95,,27,May 05,2014,1,Jun 06,2015,,0,,,0,95
8,c81815b4a582c4b97fb32685c73f1a0b,97dfe0f56b824ae94609360550b74c6c,Reproduction number (Basic R0),2.4,0,No units,NA,NA,Median,NA,,1.54,3.87,CRI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,11,0,0,,11,11,,,Unspecified,Hospital based,Persons under investigation,NA,NA,78,11,,25,May 05,2014,20,Jun 06,2014,,0,,,0,11
8,c81815b4a582c4b97fb32685c73f1a0b,acbfc95758f688a1eb38f674ae761558,Reproduction number (Basic R0),3.81,0,No units,NA,NA,Median,NA,,2.47,6.31,CRI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,13,0,0,,13,13,,,Unspecified,Hospital based,Persons under investigation,NA,NA,78,13,,25,May 05,2014,20,Jun 06,2014,,0,,,0,13
8,c81815b4a582c4b97fb32685c73f1a0b,394c56be250b8d05505e2e08421ebbb1,Reproduction number (Basic R0),2.15,0,No units,NA,NA,Median,NA,,1.68,3.42,CRI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,12,0,0,,12,12,,,Unspecified,Hospital based,Persons under investigation,NA,NA,78,12,,25,May 05,2014,20,Jun 06,2014,,0,,,0,12
8,c81815b4a582c4b97fb32685c73f1a0b,2c10eef7a222e579f17d271c1da51af5,Reproduction number (Basic R0),2.1,0,No units,NA,NA,Median,NA,,1.7,2.63,CRI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,Compartmental model,14,0,0,,14,14,,,Unspecified,Hospital based,Persons under investigation,NA,NA,78,14,,25,May 05,2014,20,Jun 06,2014,,0,,,0,14
39,a9df1dae7e4cf96930cb1b37eec269b9,b8aa93b7105a59b97ca8f52fa41e9719,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,93,0,0,Death,93,93,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,1,68,168,93,Macenta,29,Nov 11,2014,31,Jan 01,2015,,0,,,0,93
39,a9df1dae7e4cf96930cb1b37eec269b9,d28a7754895eb1af585b13f3f133609d,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,92,0,0,Death,92,92,Significant,Adjusted,Both,Hospital based,Persons under investigation,1,68,168,92,Macenta,29,Nov 11,2014,31,Jan 01,2015,,0,,,0,92
10,c7a0aebbe31c99f29ea2d5936a3b28ab,833aebd74621c66de64cc5112a91bc3f,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Unspecified,,,96,0,0,Death,96,96,Not significant,Unspecified,Both,Hospital based,Persons under investigation,25,75,27,96,USA and Europe,8,Aug 08,2014,12,Dec 12,2015,,0,,,0,96
10,c7a0aebbe31c99f29ea2d5936a3b28ab,f10afb87d7cca911c22a7c46c4da604f,Human delay - other human delay (go to section),4,0,Per day,NA,NA,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,28,0,0,,28,28,,,Unspecified,Hospital based,Other,NA,NA,23,28,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,28
10,c7a0aebbe31c99f29ea2d5936a3b28ab,c80f70997da1b874ff5e8340a81c16af,Human delay - other human delay (go to section),2,0,Per day,NA,NA,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,30,0,0,,30,30,,,Unspecified,Hospital based,Other,NA,NA,4,30,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,30
10,c7a0aebbe31c99f29ea2d5936a3b28ab,809232b02eab6d49e55cdfaacb0cd0e1,Human delay - other human delay (go to section),3,0,Per day,1,9,Median,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,31,0,0,,31,31,,,Both,Hospital based,Persons under investigation,25,75,27,31,USA and Europe,NA,Aug 08,2014,NA,Dec 12,2015,,0,Symptom Onset/Fever,Diagnosis,0,31
